threshold,precision,recall,f1,tn,fp,fn,tp
0.2,0.9020332717190388,0.9938900203665988,0.945736434108527,2865,159,9,1464
0.3,0.9323548181238035,0.9918533604887984,0.9611842105263159,2918,106,12,1461
0.4,0.9476096922069417,0.9823489477257298,0.9646666666666668,2944,80,26,1447
0.5,0.9618473895582329,0.9755600814663951,0.9686552072800808,2967,57,36,1437
0.6,0.9725085910652921,0.9606245756958588,0.9665300546448088,2984,40,58,1415
0.7,0.9781227946365562,0.9409368635437881,0.9591695501730103,2993,31,87,1386
0.8,0.9865269461077845,0.8947725729803123,0.9384122463510147,3006,18,155,1318
